AU01_r	AU02_r	AU04_r	AU05_r	AU06_r	AU07_r	AU09_r	AU10_r	AU12_r	AU14_r	AU15_r	AU17_r	AU20_r	AU23_r	AU25_r	AU26_r	AU45_r	AU01_c	AU02_c	AU04_c	AU05_c	AU06_c	AU07_c	AU09_c	AU10_c	AU12_c	AU14_c	AU15_c	AU17_c	AU20_c	AU23_c	AU25_c	AU26_c	AU28_c	AU45_c
0.54	0.0	2.66	0.16	2.16	4.28	0.0	3.49	1.89	1.88	0.0	0.0	0.0	0.1	0.2	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.5	0.0	2.6	0.05	2.09	4.2	0.0	3.45	1.88	1.75	0.0	0.01	0.0	0.09	0.21	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.53	0.0	2.6	0.0	2.0	3.93	0.0	3.38	1.87	1.69	0.0	0.01	0.0	0.06	0.21	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.67	0.0	2.65	0.0	1.9	3.74	0.0	3.29	1.85	1.76	0.0	0.01	0.0	0.02	0.22	0.0	0.28	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.64	0.0	2.46	0.0	1.69	3.21	0.0	3.16	1.77	1.68	0.0	0.0	0.0	0.0	0.13	0.0	0.84	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
0.52	0.0	2.21	0.0	1.43	2.57	0.0	2.93	1.62	1.62	0.0	0.0	0.0	0.0	0.07	0.0	1.51	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
0.35	0.0	1.92	0.0	1.26	2.09	0.0	2.65	1.39	1.41	0.0	0.09	0.0	0.0	0.04	0.0	1.8	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
0.29	0.06	1.82	0.0	1.34	2.22	0.0	2.41	1.22	1.31	0.0	0.18	0.0	0.0	0.01	0.0	1.59	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
0.4	0.22	1.71	0.0	1.49	2.57	0.0	2.22	1.07	1.24	0.0	0.21	0.0	0.05	0.0	0.0	1.26	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
0.45	0.3	1.59	0.0	1.63	2.66	0.0	2.03	1.06	1.25	0.0	0.13	0.0	0.33	0.0	0.0	0.89	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
