AU01_r	AU02_r	AU04_r	AU05_r	AU06_r	AU07_r	AU09_r	AU10_r	AU12_r	AU14_r	AU15_r	AU17_r	AU20_r	AU23_r	AU25_r	AU26_r	AU45_r	AU01_c	AU02_c	AU04_c	AU05_c	AU06_c	AU07_c	AU09_c	AU10_c	AU12_c	AU14_c	AU15_c	AU17_c	AU20_c	AU23_c	AU25_c	AU26_c	AU28_c	AU45_c
0.0	0.0	2.42	0.0	1.14	2.86	0.0	1.84	0.67	1.23	0.0	0.31	0.0	0.11	0.07	0.29	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	2.45	0.0	1.07	2.78	0.0	1.81	0.62	1.15	0.0	0.27	0.0	0.09	0.04	0.38	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	2.47	0.0	1.06	2.76	0.0	1.87	0.65	1.12	0.0	0.16	0.0	0.06	0.13	0.39	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	2.47	0.0	1.08	2.83	0.0	1.91	0.71	1.16	0.0	0.09	0.0	0.03	0.26	0.38	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	2.51	0.0	1.08	2.79	0.0	2.03	0.76	1.14	0.0	0.05	0.0	0.01	0.38	0.39	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	2.52	0.0	1.1	2.69	0.0	2.08	0.78	1.13	0.0	0.05	0.0	0.0	0.36	0.37	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	2.53	0.0	1.09	2.63	0.0	2.19	0.79	1.08	0.0	0.02	0.0	0.0	0.35	0.34	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	2.54	0.0	1.13	2.69	0.0	2.23	0.82	1.06	0.0	0.0	0.0	0.0	0.34	0.33	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	2.59	0.0	1.13	2.76	0.0	2.26	0.83	1.08	0.0	0.03	0.0	0.03	0.39	0.33	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	2.7	0.0	1.17	2.91	0.0	2.32	0.85	1.15	0.0	0.04	0.0	0.04	0.39	0.39	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	2.81	0.0	1.22	2.91	0.0	2.38	0.86	1.22	0.0	0.1	0.0	0.06	0.42	0.32	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	2.96	0.0	1.29	3.07	0.0	2.48	0.89	1.21	0.0	0.17	0.0	0.04	0.4	0.3	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.07	3.0	0.0	1.34	3.16	0.0	2.54	0.91	1.25	0.0	0.28	0.0	0.04	0.34	0.21	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.07	3.13	0.0	1.44	3.44	0.0	2.61	0.94	1.32	0.0	0.28	0.0	0.06	0.29	0.2	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.07	3.19	0.0	1.53	3.41	0.0	2.63	0.99	1.44	0.0	0.23	0.0	0.1	0.25	0.14	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.03	0.13	3.32	0.06	1.68	3.42	0.0	2.66	1.1	1.41	0.0	0.12	0.0	0.19	0.31	0.07	0.03	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.03	0.13	3.38	0.13	1.78	3.34	0.0	2.75	1.2	1.41	0.0	0.05	0.0	0.28	0.27	0.0	0.03	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.07	0.18	3.48	0.23	1.87	3.54	0.0	2.84	1.29	1.36	0.0	0.0	0.0	0.4	0.19	0.0	0.08	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.11	0.07	3.51	0.39	1.95	3.71	0.0	2.95	1.38	1.32	0.0	0.0	0.0	0.41	0.13	0.0	0.05	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.15	0.07	3.49	0.42	2.0	3.96	0.0	3.01	1.46	1.24	0.0	0.0	0.0	0.42	0.15	0.0	0.05	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.2	0.02	3.47	0.49	2.05	4.18	0.01	3.08	1.5	1.18	0.0	0.0	0.0	0.35	0.23	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.19	0.0	3.46	0.42	2.07	4.21	0.04	3.19	1.49	1.28	0.0	0.0	0.0	0.32	0.18	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.31	0.09	3.57	0.46	2.08	4.15	0.06	3.21	1.44	1.36	0.0	0.0	0.0	0.26	0.16	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.27	0.16	3.47	0.5	2.03	3.99	0.11	3.2	1.37	1.47	0.0	0.0	0.0	0.23	0.2	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.32	0.22	3.54	0.44	1.99	3.98	0.17	3.08	1.29	1.45	0.0	0.0	0.0	0.21	0.29	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.22	0.13	3.5	0.43	1.94	4.07	0.29	2.96	1.2	1.41	0.02	0.0	0.0	0.17	0.36	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.22	0.06	3.64	0.29	1.92	4.4	0.37	2.95	1.16	1.37	0.02	0.0	0.0	0.1	0.39	0.03	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.13	0.01	3.62	0.35	1.88	4.67	0.38	3.07	1.11	1.35	0.02	0.0	0.0	0.04	0.53	0.03	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
0.1	0.0	3.62	0.29	1.88	4.76	0.37	3.23	1.11	1.38	0.0	0.0	0.0	0.0	0.63	0.14	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
0.05	0.0	3.58	0.29	1.88	4.57	0.35	3.32	1.11	1.35	0.0	0.0	0.0	0.0	0.74	0.27	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
0.05	0.0	3.53	0.15	1.86	4.5	0.37	3.36	1.1	1.4	0.0	0.02	0.0	0.0	0.75	0.5	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
0.02	0.0	3.38	0.16	1.78	4.33	0.36	3.38	1.09	1.4	0.04	0.02	0.0	0.0	0.93	0.68	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
