AU01_r	AU02_r	AU04_r	AU05_r	AU06_r	AU07_r	AU09_r	AU10_r	AU12_r	AU14_r	AU15_r	AU17_r	AU20_r	AU23_r	AU25_r	AU26_r	AU45_r	AU01_c	AU02_c	AU04_c	AU05_c	AU06_c	AU07_c	AU09_c	AU10_c	AU12_c	AU14_c	AU15_c	AU17_c	AU20_c	AU23_c	AU25_c	AU26_c	AU28_c	AU45_c
1.74	1.74	1.09	0.0	1.25	1.09	0.19	1.88	2.58	2.21	0.0	0.13	0.19	0.26	2.39	0.0	2.02	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.93	1.4	1.17	0.0	1.25	1.66	0.32	1.62	2.4	1.96	0.0	0.16	0.32	0.22	2.06	0.0	2.12	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
2.06	1.24	1.41	0.0	1.38	2.04	0.55	1.48	2.27	1.88	0.0	0.18	0.26	0.14	1.89	0.0	2.07	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2.3	1.26	1.72	0.0	1.67	2.21	0.85	1.52	2.3	2.0	0.0	0.19	0.07	0.0	1.96	0.0	1.82	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2.5	1.44	1.77	0.0	1.96	2.23	1.12	1.69	2.37	2.16	0.08	0.14	0.0	0.0	2.25	0.0	1.62	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2.55	1.56	1.69	0.0	2.15	2.25	1.29	1.87	2.44	2.28	0.14	0.08	0.0	0.0	2.48	0.0	1.39	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
2.18	1.67	1.62	0.0	2.06	2.08	1.37	1.97	2.31	2.37	0.14	0.0	0.12	0.0	2.56	0.0	1.2	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
1.73	1.57	1.51	0.0	1.84	2.16	1.27	1.88	2.12	2.22	0.05	0.0	0.18	0.0	2.38	0.0	1.05	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1.14	1.41	1.36	0.0	1.47	2.22	0.88	1.72	1.83	2.05	0.0	0.0	0.22	0.0	2.29	0.0	0.79	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
0.56	0.86	1.04	0.12	1.24	2.23	0.42	1.49	1.69	1.87	0.0	0.0	0.16	0.09	2.36	0.0	0.64	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
