AU01_r	AU02_r	AU04_r	AU05_r	AU06_r	AU07_r	AU09_r	AU10_r	AU12_r	AU14_r	AU15_r	AU17_r	AU20_r	AU23_r	AU25_r	AU26_r	AU45_r	AU01_c	AU02_c	AU04_c	AU05_c	AU06_c	AU07_c	AU09_c	AU10_c	AU12_c	AU14_c	AU15_c	AU17_c	AU20_c	AU23_c	AU25_c	AU26_c	AU28_c	AU45_c
0.53	0.0	0.78	0.0	1.51	2.05	0.0	3.17	1.38	1.33	0.16	0.0	0.0	0.0	2.45	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.46	0.0	0.8	0.0	1.53	2.12	0.0	3.09	1.4	1.29	0.06	0.0	0.0	0.0	2.3	0.0	0.07	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.47	0.0	0.9	0.0	1.62	2.39	0.0	3.0	1.4	1.31	0.04	0.0	0.0	0.0	2.13	0.0	0.3	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.63	0.09	1.05	0.0	1.58	2.32	0.0	2.95	1.39	1.41	0.04	0.0	0.0	0.0	2.15	0.07	1.25	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
0.84	0.1	1.15	0.0	1.53	2.28	0.0	2.9	1.38	1.5	0.04	0.0	0.0	0.0	2.17	0.14	2.27	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
0.88	0.13	1.17	0.0	1.52	2.36	0.0	2.95	1.39	1.5	0.01	0.0	0.0	0.0	2.29	0.14	2.49	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
0.77	0.04	1.08	0.0	1.61	2.53	0.0	2.96	1.4	1.43	0.01	0.0	0.0	0.0	2.34	0.06	1.71	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
0.56	0.03	0.99	0.0	1.74	2.79	0.0	2.95	1.4	1.47	0.04	0.0	0.0	0.0	2.34	0.0	0.83	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
0.47	0.0	0.91	0.0	1.73	2.49	0.0	2.91	1.37	1.47	0.03	0.0	0.0	0.0	2.32	0.0	0.52	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.34	0.0	0.88	0.0	1.74	2.43	0.0	2.93	1.38	1.49	0.03	0.0	0.0	0.0	2.3	0.0	0.4	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.39	0.0	0.92	0.0	1.72	2.34	0.0	2.94	1.38	1.45	0.0	0.0	0.0	0.0	2.23	0.0	0.28	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.45	0.0	1.0	0.0	1.72	2.27	0.0	2.96	1.38	1.49	0.0	0.03	0.0	0.0	2.24	0.0	0.26	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.56	0.03	1.06	0.0	1.74	2.17	0.0	2.94	1.37	1.5	0.02	0.03	0.0	0.0	2.31	0.0	0.31	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.48	0.03	1.02	0.0	1.7	2.08	0.0	2.96	1.35	1.43	0.09	0.03	0.0	0.0	2.43	0.0	0.36	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.4	0.03	0.99	0.0	1.69	2.25	0.0	2.97	1.37	1.33	0.13	0.0	0.0	0.0	2.5	0.0	0.33	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.36	0.0	0.99	0.0	1.68	2.28	0.0	3.06	1.41	1.31	0.11	0.0	0.0	0.0	2.56	0.0	0.28	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.49	0.0	1.04	0.0	1.7	2.33	0.0	3.11	1.42	1.42	0.04	0.0	0.0	0.0	2.62	0.0	0.22	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.56	0.0	1.12	0.01	1.74	2.28	0.0	3.15	1.4	1.48	0.0	0.0	0.0	0.0	2.68	0.0	0.23	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.62	0.0	1.23	0.09	1.77	2.28	0.0	3.14	1.33	1.48	0.0	0.0	0.0	0.0	2.7	0.0	0.19	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
0.58	0.04	1.3	0.09	1.78	2.23	0.0	3.11	1.28	1.45	0.01	0.02	0.0	0.0	2.91	0.0	0.21	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
0.57	0.04	1.39	0.08	1.74	2.2	0.0	3.1	1.25	1.58	0.04	0.02	0.0	0.0	3.06	0.0	0.11	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
0.55	0.09	1.52	0.01	1.72	2.27	0.04	3.02	1.22	1.61	0.04	0.02	0.0	0.0	3.21	0.0	0.09	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
0.47	0.05	1.67	0.02	1.7	2.41	0.06	3.03	1.16	1.72	0.03	0.0	0.0	0.0	3.18	0.0	0.03	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
0.36	0.12	1.82	0.02	1.66	2.46	0.06	2.97	1.04	1.7	0.0	0.0	0.0	0.0	3.26	0.01	0.05	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
0.23	0.08	1.94	0.01	1.62	2.39	0.03	2.93	0.91	1.72	0.0	0.0	0.0	0.0	3.34	0.03	0.08	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
0.18	0.16	2.06	0.0	1.61	2.44	0.05	2.8	0.82	1.65	0.0	0.0	0.0	0.0	3.37	0.08	0.14	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
0.24	0.23	2.12	0.0	1.65	2.61	0.22	2.68	0.8	1.66	0.03	0.0	0.0	0.0	3.3	0.07	0.29	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
0.41	0.37	2.15	0.02	1.68	2.97	0.46	2.63	0.73	1.69	0.03	0.02	0.0	0.0	3.1	0.05	0.6	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
0.61	0.5	2.16	0.02	1.52	2.71	0.57	2.57	0.64	1.63	0.03	0.13	0.0	0.0	2.89	0.19	1.45	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
0.63	0.63	2.23	0.02	1.23	2.52	0.53	2.3	0.36	1.26	0.11	0.71	0.0	0.0	1.85	0.51	2.11	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
0.41	0.48	2.4	0.0	1.05	2.43	0.51	2.07	0.17	0.88	0.34	1.26	0.0	0.0	0.89	0.77	2.23	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
0.16	0.39	2.64	0.0	1.06	2.79	0.64	1.84	0.0	0.45	0.59	1.79	0.0	0.0	0.01	0.93	1.62	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
0.01	0.13	2.86	0.0	1.25	3.11	0.81	1.97	0.0	0.41	0.77	1.96	0.0	0.03	0.01	0.9	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
0.01	0.17	2.88	0.0	1.27	3.06	0.93	2.02	0.0	0.36	0.78	2.0	0.0	0.03	0.08	0.97	0.87	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
0.12	0.2	2.74	0.0	1.19	2.91	0.96	2.15	0.0	0.5	0.74	1.87	0.01	0.03	0.46	1.03	1.25	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
0.27	0.28	2.46	0.0	1.02	2.56	1.04	2.19	0.0	0.69	0.79	1.6	0.19	0.0	0.82	1.07	1.82	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
0.51	0.24	2.4	0.0	1.1	2.61	1.14	2.4	0.0	0.94	0.78	1.34	0.41	0.0	1.54	1.06	1.71	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
0.58	0.08	2.49	0.0	1.33	2.94	1.19	2.64	0.02	1.08	0.9	1.23	0.69	0.0	1.99	0.84	1.06	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
0.69	0.0	2.62	0.0	1.61	3.27	1.17	2.82	0.08	1.14	0.95	1.22	0.9	0.0	2.44	0.5	0.29	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
0.66	0.0	2.59	0.0	1.68	3.36	1.09	2.79	0.18	1.22	1.12	1.31	1.07	0.0	2.48	0.25	0.06	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
0.55	0.0	2.49	0.0	1.71	3.31	1.04	2.73	0.23	1.37	1.12	1.36	1.07	0.0	2.61	0.28	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
0.29	0.0	2.51	0.0	1.6	3.3	0.9	2.55	0.17	1.16	0.97	1.34	0.74	0.0	2.26	0.78	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
0.09	0.0	2.61	0.03	1.43	3.17	0.54	2.41	0.08	0.75	0.84	1.28	0.34	0.0	2.01	1.32	0.02	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
0.0	0.0	2.72	0.04	1.17	2.75	0.2	2.12	0.0	0.37	0.82	1.15	0.08	0.0	1.74	1.6	0.14	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
0.0	0.0	2.74	0.04	1.06	2.47	0.0	1.97	0.0	0.23	0.99	1.0	0.17	0.0	2.01	1.6	0.14	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
