AU01_r	AU02_r	AU04_r	AU05_r	AU06_r	AU07_r	AU09_r	AU10_r	AU12_r	AU14_r	AU15_r	AU17_r	AU20_r	AU23_r	AU25_r	AU26_r	AU45_r	AU01_c	AU02_c	AU04_c	AU05_c	AU06_c	AU07_c	AU09_c	AU10_c	AU12_c	AU14_c	AU15_c	AU17_c	AU20_c	AU23_c	AU25_c	AU26_c	AU28_c	AU45_c
0.0	0.0	0.28	0.0	2.57	3.26	0.63	2.44	1.76	1.6	0.0	0.06	0.09	0.08	0.9	0.49	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.42	0.0	2.57	3.33	0.51	2.22	1.75	1.61	0.0	0.22	0.03	0.28	0.86	0.41	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.46	0.0	2.58	3.43	0.4	2.11	1.75	1.55	0.0	0.39	0.0	0.4	0.81	0.38	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.43	0.0	2.64	3.47	0.31	2.13	1.75	1.51	0.0	0.5	0.0	0.44	0.72	0.42	0.01	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.53	0.0	2.65	3.44	0.27	2.08	1.65	1.48	0.0	0.61	0.0	0.46	0.6	0.48	0.01	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.63	0.0	2.6	3.3	0.28	2.09	1.52	1.57	0.0	0.58	0.0	0.43	0.56	0.57	0.03	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.67	0.0	2.45	3.06	0.35	2.01	1.37	1.67	0.0	0.53	0.0	0.29	0.5	0.65	0.04	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.65	0.0	2.34	2.93	0.3	2.02	1.29	1.8	0.0	0.55	0.0	0.14	0.47	0.75	0.04	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.65	0.0	2.24	2.79	0.25	1.92	1.22	1.8	0.0	0.61	0.0	0.03	0.33	0.84	0.04	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.68	0.0	2.2	2.8	0.22	1.84	1.18	1.86	0.0	0.66	0.0	0.01	0.31	0.83	0.03	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
0.0	0.0	0.67	0.0	2.13	2.86	0.24	1.77	1.16	1.9	0.0	0.57	0.0	0.0	0.33	0.87	0.03	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
0.0	0.0	0.7	0.0	2.08	2.89	0.22	1.7	1.15	2.07	0.0	0.55	0.0	0.0	0.39	0.74	0.01	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
0.0	0.0	0.73	0.0	2.04	2.87	0.16	1.67	1.15	2.05	0.0	0.53	0.0	0.0	0.33	0.62	0.01	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
0.0	0.0	0.74	0.0	1.99	2.67	0.1	1.63	1.14	2.07	0.0	0.6	0.0	0.03	0.17	0.31	0.01	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.68	0.0	1.93	2.65	0.07	1.62	1.13	2.04	0.0	0.67	0.0	0.11	0.06	0.14	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.61	0.0	1.85	2.65	0.03	1.55	1.03	2.02	0.0	0.81	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.55	0.0	1.8	2.72	0.02	1.55	0.9	1.97	0.05	1.08	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.53	0.0	1.75	2.64	0.01	1.62	0.74	1.89	0.26	1.31	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.52	0.0	1.72	2.52	0.01	1.79	0.64	1.83	0.37	1.48	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.49	0.0	1.73	2.56	0.0	1.94	0.66	1.78	0.52	1.53	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.37	0.0	1.78	2.63	0.0	2.02	0.79	1.68	0.5	1.37	0.03	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.21	0.02	1.78	2.7	0.0	2.03	0.99	1.57	0.63	1.11	0.03	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.05	0.0	0.07	0.02	1.8	2.64	0.0	2.0	1.19	1.49	0.62	0.77	0.03	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.29	0.0	0.01	0.02	1.76	2.59	0.0	1.94	1.33	1.42	0.5	0.47	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.65	0.01	0.0	0.06	1.75	2.67	0.0	1.81	1.46	1.48	0.41	0.25	0.03	0.0	0.41	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.08	0.06	0.0	0.06	1.65	2.71	0.0	1.69	1.53	1.41	0.39	0.06	0.04	0.0	0.62	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.38	0.08	0.0	0.11	1.58	2.69	0.0	1.64	1.56	1.41	0.47	0.02	0.07	0.0	0.74	0.02	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.63	0.08	0.0	0.04	1.56	2.55	0.0	1.62	1.54	1.25	0.5	0.0	0.06	0.0	0.91	0.09	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1.8	0.15	0.0	0.07	1.6	2.45	0.0	1.7	1.54	1.17	0.57	0.0	0.06	0.0	0.99	0.33	0.01	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1.93	0.2	0.0	0.02	1.59	2.36	0.0	1.69	1.52	1.15	0.62	0.0	0.03	0.0	1.0	0.69	0.11	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
1.94	0.2	0.0	0.02	1.48	2.33	0.0	1.73	1.48	1.29	0.63	0.0	0.02	0.0	0.89	1.0	0.23	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
1.91	0.11	0.0	0.05	1.44	2.31	0.0	1.66	1.39	1.47	0.6	0.03	0.11	0.0	0.75	1.11	0.29	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
1.8	0.03	0.0	0.05	1.47	2.43	0.0	1.61	1.36	1.47	0.66	0.03	0.25	0.0	0.61	1.12	0.21	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
1.74	0.03	0.0	0.12	1.5	2.51	0.0	1.61	1.39	1.4	0.68	0.07	0.36	0.0	0.46	0.9	0.16	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
1.64	0.0	0.0	0.07	1.48	2.61	0.0	1.61	1.38	1.29	0.68	0.04	0.41	0.0	0.36	0.54	0.23	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.63	0.0	0.0	0.07	1.5	2.69	0.0	1.6	1.38	1.25	0.59	0.09	0.41	0.0	0.21	0.15	0.29	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.61	0.0	0.0	0.02	1.55	2.7	0.0	1.49	1.36	1.11	0.56	0.06	0.43	0.0	0.11	0.0	0.35	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.59	0.0	0.0	0.02	1.59	2.66	0.0	1.41	1.37	1.02	0.63	0.14	0.45	0.0	0.02	0.0	0.29	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.59	0.0	0.0	0.09	1.57	2.57	0.0	1.39	1.35	0.97	0.72	0.1	0.37	0.0	0.0	0.0	0.32	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.67	0.03	0.0	0.11	1.53	2.56	0.0	1.5	1.31	1.15	0.8	0.2	0.23	0.0	0.17	0.0	0.26	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
