AU01_r	AU02_r	AU04_r	AU05_r	AU06_r	AU07_r	AU09_r	AU10_r	AU12_r	AU14_r	AU15_r	AU17_r	AU20_r	AU23_r	AU25_r	AU26_r	AU45_r	AU01_c	AU02_c	AU04_c	AU05_c	AU06_c	AU07_c	AU09_c	AU10_c	AU12_c	AU14_c	AU15_c	AU17_c	AU20_c	AU23_c	AU25_c	AU26_c	AU28_c	AU45_c
0.0	0.0	2.27	0.15	2.05	3.88	0.0	1.34	0.85	2.01	0.01	1.55	0.27	0.23	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	2.3	0.06	1.99	4.04	0.0	1.25	0.8	2.02	0.18	1.48	0.09	0.22	0.0	0.0	0.07	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	2.32	0.05	1.93	4.17	0.0	1.16	0.77	2.07	0.26	1.48	0.0	0.2	0.0	0.0	0.13	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	2.36	0.04	1.87	4.11	0.0	1.11	0.74	1.98	0.24	1.46	0.0	0.19	0.0	0.0	0.13	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	2.37	0.04	1.86	4.11	0.0	1.09	0.8	1.92	0.22	1.47	0.0	0.23	0.0	0.0	0.1	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.02	2.3	0.0	1.85	3.8	0.0	1.13	0.93	1.8	0.16	1.25	0.0	0.33	0.0	0.0	0.04	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.02	2.28	0.0	1.89	3.82	0.0	1.17	1.12	1.79	0.09	1.01	0.0	0.48	0.0	0.0	0.05	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.02	2.21	0.0	1.88	3.62	0.0	1.14	1.27	1.84	0.03	0.81	0.0	0.6	0.0	0.0	0.01	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	2.19	0.0	1.93	3.67	0.0	1.08	1.36	1.81	0.08	0.79	0.0	0.67	0.0	0.0	0.01	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	2.13	0.0	1.94	3.61	0.0	1.03	1.4	1.72	0.2	0.83	0.0	0.65	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
